0,41,18,10,1,1,34,8,3,1,48,9,20,337
1,42,8,1,1,1,53,19,5,1,2,5,10,509
0,43,18,18,1,1,44,10,1,2,7,6,13,154
0,44,10,19,1,1,33,19,5,2,44,7,12,183
1,45,2,3,1,1,33,2,4,1,61,6,14,774
1,46,7,1,1,1,20,1,1,2,99,9,12,64
1,47,14,12,1,1,39,16,1,2,11,3,18,968
0,48,14,19,1,1,23,14,5,1,25,11,11,392
0,49,3,18,1,1,23,17,1,1,23,8,12,396
0,50,4,20,1,1,37,5,4,1,70,1,20,966
1,51,6,5,1,1,35,16,3,2,35,5,20,58
0,52,8,17,1,1,21,17,2,2,30,7,13,640
1,53,3,5,1,1,37,8,2,1,85,4,10,96
1,54,14,2,1,1,35,20,4,1,53,10,16,728
0,55,16,18,1,1,46,7,3,1,20,12,19,134
1,56,10,15,1,1,30,11,2,2,93,12,16,585
1,57,7,14,1,1,40,14,4,1,34,12,18,671
1,58,8,8,1,1,28,18,5,1,55,12,15,106
1,59,3,10,1,1,44,1,4,1,29,2,19,780
1,60,11,10,1,1,35,13,1,1,67,12,18,896
1,61,7,16,1,1,36,2,5,1,21,5,16,256
1,62,7,10,1,1,52,4,2,1,42,10,12,373
0,63,5,17,1,1,46,10,4,2,47,1,14,358
0,64,7,17,1,1,23,18,1,2,70,10,20,780
1,65,15,3,1,1,25,5,2,2,76,11,16,197
1,66,1,7,1,1,38,17,5,1,8,5,14,923
0,67,19,10,1,1,58,14,2,2,36,4,13,14
1,68,7,3,1,1,37,1,2,2,6,9,10,590
0,69,3,20,1,1,20,9,3,2,78,4,17,914
1,70,8,2,1,1,56,18,2,1,21,11,11,997
0,71,19,11,1,1,58,19,3,2,35,10,10,677
1,72,7,4,1,1,40,17,2,2,96,4,16,831
1,73,1,14,1,1,53,14,1,1,51,11,15,614
0,74,20,9,1,1,50,6,5,1,68,10,12,90
1,75,13,9,1,1,27,11,1,2,3,9,17,781
0,76,18,15,1,1,50,13,2,1,23,6,14,271
1,77,13,9,1,1,26,2,4,2,30,9,16,434
1,78,16,12,1,1,40,12,5,1,63,1,11,458
1,79,12,9,1,1,21,10,4,1,31,5,17,426
1,80,15,8,1,1,26,19,3,2,2,9,14,574
0,81,16,18,1,1,46,19,1,1,91,10,18,762
0,82,19,8,1,1,33,10,2,1,52,4,17,997
0,83,15,19,1,1,20,1,3,1,22,12,13,478
0,84,15,20,1,1,44,18,1,2,61,4,16,960
1,85,17,3,1,1,56,16,1,2,70,11,16,391
1,86,10,14,1,1,34,13,1,2,28,8,14,907
0,87,14,18,1,1,24,5,3,2,21,3,15,718
1,88,16,11,1,1,29,20,3,2,58,5,20,32
1,89,10,4,1,1,53,20,5,2,36,2,14,294
0,90,15,20,1,1,26,20,5,1,39,8,17,557
1,91,10,2,1,1,33,14,4,2,20,7,14,229
0,92,18,6,1,1,30,14,5,1,2,8,13,428
1,93,1,7,1,1,24,4,5,2,81,3,14,382
1,94,10,7,1,1,32,3,5,2,60,1,12,667
1,95,14,8,1,1,30,16,3,2,76,5,19,190
1,96,14,2,1,1,37,15,2,1,41,5,16,815
1,97,10,3,1,1,54,15,1,2,90,12,11,837
0,98,19,15,1,1,43,19,2,1,7,4,12,879
0,99,19,8,1,1,59,16,1,2,76,6,15,548
1,100,7,5,1,1,38,15,5,1,72,9,19,86
0,1,19,10,1,2,46,17,1,1,11,6,14,490
1,2,7,8,1,2,29,7,4,1,95,9,11,912
1,3,17,15,1,2,58,2,3,1,31,12,17,143
1,4,1,12,1,2,60,14,1,2,25,10,12,262
1,5,14,10,1,2,32,3,4,2,5,12,20,14
0,6,1,20,1,2,37,2,5,2,86,12,13,933
0,7,14,18,1,2,30,16,2,1,21,7,12,808
1,8,4,15,1,2,30,18,1,1,43,1,10,839
1,9,17,1,1,2,52,13,2,2,7,9,13,868
1,10,2,5,1,2,45,3,2,2,8,2,12,97
1,11,10,11,1,2,23,8,3,2,94,2,13,842
1,12,5,6,1,2,25,18,4,2,93,2,17,272
0,13,12,17,1,2,28,4,5,1,49,8,16,537
1,14,2,12,1,2,51,5,5,2,84,10,17,282
1,15,16,8,1,2,28,3,1,2,66,7,11,988
1,16,9,16,1,2,58,12,3,2,20,9,10,282
1,17,17,9,1,2,26,6,1,2,65,6,18,735
1,18,15,9,1,2,35,3,2,1,28,9,13,891
0,19,20,1,1,2,59,12,5,2,26,5,12,623
0,20,19,3,1,2,54,20,3,2,87,5,20,49
1,21,4,11,1,2,46,3,5,1,42,10,16,514
1,22,2,12,1,2,35,15,5,2,12,12,12,770
1,23,9,4,1,2,43,3,5,1,42,1,12,951
1,24,12,13,1,2,47,7,3,2,43,2,11,508
1,25,13,9,1,2,40,20,1,1,22,9,13,353
1,26,14,2,1,2,37,9,1,2,94,12,13,337
1,27,6,13,1,2,56,9,5,1,42,5,18,824
0,28,19,13,1,2,36,4,5,2,77,1,18,147
1,29,16,3,1,2,42,5,1,1,2,8,11,258
1,30,17,2,1,2,31,13,3,1,52,2,11,896
1,31,4,5,1,2,42,11,3,1,38,2,11,364
0,32,15,18,1,2,60,3,2,2,82,12,15,258
1,33,15,6,1,2,39,20,2,2,90,2,10,653
1,34,14,7,1,2,36,12,5,2,63,3,10,64
1,35,8,13,1,2,60,8,2,2,33,9,12,15
0,36,4,18,1,2,46,2,5,2,15,3,10,867
1,37,5,10,1,2,44,3,4,1,96,8,13,439
1,38,9,11,1,2,24,3,4,1,16,6,17,660
0,39,14,19,1,2,57,20,2,1,9,9,18,52
1,40,16,15,1,2,41,16,2,1,75,4,15,104
0,41,18,10,1,2,23,20,2,2,82,3,20,996
1,42,8,1,1,2,23,12,1,2,76,10,20,390
0,43,18,18,1,2,38,14,4,2,62,1,15,730
0,44,10,19,1,2,36,10,5,1,38,6,17,698
1,45,2,3,1,2,41,4,3,2,44,1,17,893
1,46,7,1,1,2,51,11,1,1,52,2,10,909
1,47,14,12,1,2,59,12,2,1,66,7,17,220
0,48,14,19,1,2,29,4,3,1,79,5,19,477
0,49,3,18,1,2,28,6,5,1,15,10,14,716
0,50,4,20,1,2,20,6,5,2,57,12,10,349
1,51,6,5,1,2,25,19,3,2,55,10,11,813
0,52,8,17,1,2,57,19,4,1,56,3,19,750
1,53,3,5,1,2,60,20,4,2,47,4,20,249
1,54,14,2,1,2,55,1,1,1,79,11,13,721
0,55,16,18,1,2,33,7,4,2,16,8,16,550
1,56,10,15,1,2,58,4,1,1,33,7,13,122
1,57,7,14,1,2,32,3,1,2,30,2,15,45
1,58,8,8,1,2,40,17,2,2,95,8,13,601
1,59,3,10,1,2,52,12,5,2,33,6,13,986
1,60,11,10,1,2,50,11,5,1,20,5,11,528
1,61,7,16,1,2,28,17,5,1,26,4,14,729
1,62,7,10,1,2,21,14,5,1,31,8,12,237
0,63,5,17,1,2,48,15,1,2,6,12,20,1
0,64,7,17,1,2,40,16,2,2,50,8,19,155
1,65,15,3,1,2,52,19,3,2,67,1,17,724
1,66,1,7,1,2,35,8,2,1,79,11,17,107
0,67,19,10,1,2,51,6,1,2,83,4,20,219
1,68,7,3,1,2,44,2,3,2,30,12,17,907
0,69,3,20,1,2,23,2,4,1,50,8,12,479
1,70,8,2,1,2,47,11,5,1,73,1,11,553
0,71,19,11,1,2,25,8,4,2,24,2,14,187
1,72,7,4,1,2,55,9,1,2,37,9,16,539
1,73,1,14,1,2,29,13,2,2,5,5,13,259
0,74,20,9,1,2,55,16,3,1,76,1,10,340
1,75,13,9,1,2,20,4,1,1,85,5,11,765
0,76,18,15,1,2,40,9,4,2,95,5,12,876
1,77,13,9,1,2,47,8,3,1,63,10,13,534
1,78,16,12,1,2,45,7,2,2,34,9,17,248
1,79,12,9,1,2,40,3,5,1,51,5,12,519
1,80,15,8,1,2,36,1,3,2,66,2,15,247
0,81,16,18,1,2,59,12,1,1,29,5,20,236
0,82,19,8,1,2,43,8,5,1,3,12,17,246
0,83,15,19,1,2,52,1,3,1,2,4,10,430
0,84,15,20,1,2,20,2,4,2,55,10,15,174
1,85,17,3,1,2,49,10,3,1,27,4,12,20
1,86,10,14,1,2,32,14,3,2,76,11,16,173
0,87,14,18,1,2,43,9,4,2,22,2,17,558
1,88,16,11,1,2,38,11,1,1,54,7,12,238
1,89,10,4,1,2,25,6,1,1,33,4,15,536
0,90,15,20,1,2,37,7,2,2,73,6,14,429
1,91,10,2,1,2,46,6,2,2,8,10,10,950
0,92,18,6,1,2,43,1,5,1,74,8,16,381
1,93,1,7,1,2,41,13,3,2,31,3,18,771
1,94,10,7,1,2,21,18,2,1,31,2,19,127
1,95,14,8,1,2,58,17,1,1,91,3,15,565
1,96,14,2,1,2,32,5,1,1,40,9,12,182
1,97,10,3,1,2,51,1,5,2,48,12,19,777
0,98,19,15,1,2,51,11,5,2,30,12,11,524
0,99,19,8,1,2,37,2,2,2,78,9,20,759
1,100,7,5,1,2,23,8,1,1,93,1,16,507
0,1,19,10,1,3,39,11,2,1,12,3,10,964
1,2,7,8,1,3,54,13,5,1,63,1,14,99
1,3,17,15,1,3,43,18,4,2,65,2,19,915
1,4,1,12,1,3,29,16,5,1,45,10,20,185
1,5,14,10,1,3,34,9,4,1,21,6,18,142
0,6,1,20,1,3,56,8,5,1,55,12,15,314
0,7,14,18,1,3,53,4,1,2,60,12,15,721
1,8,4,15,1,3,41,5,5,2,90,6,12,113
1,9,17,1,1,3,35,7,3,2,87,3,20,612
1,10,2,5,1,3,57,9,3,2,69,12,10,171
1,11,10,11,1,3,45,17,3,1,85,8,12,684
1,12,5,6,1,3,23,14,4,1,71,3,19,366
0,13,12,17,1,3,26,3,1,2,44,3,11,214
1,14,2,12,1,3,59,14,1,1,56,10,12,694
1,15,16,8,1,3,24,5,2,1,89,12,13,762
1,16,9,16,1,3,27,4,2,2,7,6,12,707
1,17,17,9,1,3,30,6,3,2,74,11,10,242
1,18,15,9,1,3,25,17,1,1,48,1,14,387
0,19,20,1,1,3,24,10,1,1,35,7,15,532
0,20,19,3,1,3,29,7,5,1,27,4,16,425
1,21,4,11,1,3,41,1,1,1,7,6,20,844
1,22,2,12,1,3,45,13,4,1,72,11,10,223
1,23,9,4,1,3,44,8,1,1,85,3,15,376
1,24,12,13,1,3,26,17,2,2,23,5,18,257
1,25,13,9,1,3,56,4,2,2,44,5,13,762
1,26,14,2,1,3,26,11,3,1,89,6,20,879
1,27,6,13,1,3,51,12,2,1,14,5,20,175
0,28,19,13,1,3,26,19,3,1,89,7,11,68
1,29,16,3,1,3,39,20,1,1,32,12,12,60
1,30,17,2,1,3,46,2,3,2,19,2,15,132
1,31,4,5,1,3,31,18,4,2,82,9,18,744
0,32,15,18,1,3,28,20,5,2,48,8,18,524
1,33,15,6,1,3,44,15,1,1,20,6,10,465
1,34,14,7,1,3,36,8,2,2,20,7,15,400
1,35,8,13,1,3,59,20,1,2,65,1,11,997
0,36,4,18,1,3,48,8,5,1,100,4,12,530
1,37,5,10,1,3,27,6,4,2,12,11,19,610
1,38,9,11,1,3,53,14,5,1,10,10,13,274
0,39,14,19,1,3,36,20,4,2,48,1,13,345
1,40,16,15,1,3,55,3,3,1,99,5,12,392
0,41,18,10,1,3,27,18,4,2,16,10,13,784
1,42,8,1,1,3,26,17,2,2,76,2,14,866
0,43,18,18,1,3,30,9,5,2,6,1,12,682
0,44,10,19,1,3,49,9,3,2,37,6,11,893
1,45,2,3,1,3,32,7,5,2,48,5,18,442
1,46,7,1,1,3,43,4,1,1,88,12,18,499
1,47,14,12,1,3,32,16,4,2,14,11,20,636
0,48,14,19,1,3,42,8,1,1,22,11,14,348
0,49,3,18,1,3,52,20,3,2,76,12,20,67
0,50,4,20,1,3,47,11,5,1,87,8,17,559
1,51,6,5,1,3,39,10,4,2,93,10,19,828
0,52,8,17,1,3,29,18,1,1,60,11,20,224
1,53,3,5,1,3,25,2,2,2,15,9,14,624
1,54,14,2,1,3,53,16,4,2,79,5,10,853
0,55,16,18,1,3,23,11,2,1,42,3,10,510
1,56,10,15,1,3,20,16,1,2,20,3,14,185
1,57,7,14,1,3,31,2,5,1,34,4,19,565
1,58,8,8,1,3,59,1,3,1,29,8,11,250
1,59,3,10,1,3,31,8,5,1,12,8,13,562
1,60,11,10,1,3,54,15,1,2,74,6,16,941
1,61,7,16,1,3,50,15,5,2,35,1,17,841
1,62,7,10,1,3,55,16,5,2,43,6,18,626
0,63,5,17,1,3,34,16,2,1,51,7,10,762
0,64,7,17,1,3,47,8,3,1,77,11,16,406
1,65,15,3,1,3,46,10,4,1,84,6,13,498
1,66,1,7,1,3,23,5,1,2,3,7,20,878
0,67,19,10,1,3,52,17,5,1,41,2,15,878
1,68,7,3,1,3,36,4,2,1,70,7,17,801
0,69,3,20,1,3,34,7,3,2,77,6,16,703
1,70,8,2,1,3,49,15,1,1,30,6,13,534
0,71,19,11,1,3,28,20,5,2,40,1,10,709
1,72,7,4,1,3,21,17,3,2,16,2,19,498
1,73,1,14,1,3,20,14,5,2,74,1,12,300
0,74,20,9,1,3,48,8,4,2,32,12,16,826
1,75,13,9,1,3,22,18,4,2,36,2,12,416
0,76,18,15,1,3,20,10,2,2,66,7,14,35
1,77,13,9,1,3,54,6,5,2,48,4,18,71
1,78,16,12,1,3,50,1,1,1,66,8,12,514
1,79,12,9,1,3,59,1,4,2,39,6,11,456
1,80,15,8,1,3,31,18,2,2,19,11,16,262
0,81,16,18,1,3,36,20,3,2,31,1,18,610
0,82,19,8,1,3,40,14,5,2,8,10,10,739
0,83,15,19,1,3,55,2,5,2,94,11,13,970
0,84,15,20,1,3,46,19,1,2,8,7,13,546
1,85,17,3,1,3,21,17,3,1,49,10,16,495
1,86,10,14,1,3,49,19,2,2,55,1,11,508
0,87,14,18,1,3,51,10,4,2,84,4,10,206
1,88,16,11,1,3,42,12,2,1,37,12,15,329
1,89,10,4,1,3,44,16,2,2,51,3,10,114
0,90,15,20,1,3,34,6,5,1,14,9,15,291
1,91,10,2,1,3,22,8,5,2,73,8,13,380
0,92,18,6,1,3,56,8,5,1,37,11,15,571
1,93,1,7,1,3,37,5,2,1,15,12,10,439
1,94,10,7,1,3,46,12,1,2,21,7,19,427
1,95,14,8,1,3,24,12,3,2,100,11,12,956
1,96,14,2,1,3,58,16,4,2,8,6,18,66
1,97,10,3,1,3,46,7,5,2,59,6,20,195
0,98,19,15,1,3,58,19,1,2,85,3,11,568
0,99,19,8,1,3,33,3,3,2,51,3,17,667
1,100,7,5,1,3,52,14,4,2,96,12,13,943
0,1,19,10,1,4,33,17,4,2,96,3,12,520
1,2,7,8,1,4,60,15,2,1,89,1,20,408
1,3,17,15,1,4,54,6,1,2,99,8,20,236
1,4,1,12,1,4,56,1,4,2,36,8,11,669
1,5,14,10,1,4,44,10,3,2,58,5,18,163
0,6,1,20,1,4,36,20,1,1,66,11,15,752
0,7,14,18,1,4,54,1,1,2,7,3,20,357
1,8,4,15,1,4,40,6,3,2,5,12,14,117
1,9,17,1,1,4,60,17,4,1,18,5,13,985
1,10,2,5,1,4,22,14,3,2,60,6,19,110
1,11,10,11,1,4,58,5,1,1,76,10,11,318
1,12,5,6,1,4,41,4,1,1,92,3,16,493
0,13,12,17,1,4,35,17,3,2,98,10,12,469
1,14,2,12,1,4,45,5,5,1,45,4,14,764
1,15,16,8,1,4,25,17,2,1,1,11,14,985
1,16,9,16,1,4,45,16,1,2,19,2,17,788
1,17,17,9,1,4,48,16,1,2,94,6,15,767
1,18,15,9,1,4,34,16,3,1,38,4,19,63
0,19,20,1,1,4,20,17,4,1,10,10,20,319
0,20,19,3,1,4,27,3,5,1,52,3,14,861
1,21,4,11,1,4,51,2,4,2,64,10,10,215
1,22,2,12,1,4,43,17,4,2,89,1,19,929
1,23,9,4,1,4,52,13,4,2,44,4,20,653
1,24,12,13,1,4,43,6,1,2,67,7,17,195
1,25,13,9,1,4,21,2,4,1,92,6,19,630
1,26,14,2,1,4,36,14,3,1,19,2,13,985
1,27,6,13,1,4,38,2,4,1,74,6,14,45
0,28,19,13,1,4,22,6,5,1,18,5,19,655
1,29,16,3,1,4,44,10,4,1,43,8,16,26
1,30,17,2,1,4,56,4,2,2,42,9,13,350
1,31,4,5,1,4,37,8,4,2,15,1,17,377
0,32,15,18,1,4,30,1,3,2,91,10,14,113
1,33,15,6,1,4,50,12,4,1,84,5,17,256
1,34,14,7,1,4,39,4,4,1,9,8,16,930
1,35,8,13,1,4,56,10,1,2,39,1,18,98
0,36,4,18,1,4,27,12,5,2,5,4,17,462
1,37,5,10,1,4,44,20,1,1,25,8,13,920
1,38,9,11,1,4,41,18,1,1,79,7,10,372
0,39,14,19,1,4,26,5,3,2,74,8,16,527
1,40,16,15,1,4,55,15,2,2,46,5,17,534
0,41,18,10,1,4,24,11,5,1,66,10,15,523
1,42,8,1,1,4,57,14,1,1,94,9,12,526
0,43,18,18,1,4,29,18,1,1,30,11,14,387
0,44,10,19,1,4,26,4,3,2,56,7,11,855
1,45,2,3,1,4,30,11,5,1,85,2,19,869
1,46,7,1,1,4,24,9,4,1,90,12,18,548
1,47,14,12,1,4,51,1,4,2,37,5,12,173
0,48,14,19,1,4,35,12,1,2,86,11,12,250
0,49,3,18,1,4,39,15,3,1,70,9,16,363
0,50,4,20,1,4,57,2,4,1,12,5,17,766
1,51,6,5,1,4,56,19,1,2,78,11,19,356
0,52,8,17,1,4,43,15,1,2,71,2,17,757
1,53,3,5,1,4,33,17,3,1,37,12,13,390
1,54,14,2,1,4,39,16,2,2,4,10,19,537
0,55,16,18,1,4,54,2,4,2,97,2,18,761
1,56,10,15,1,4,23,13,4,2,61,3,10,72
1,57,7,14,1,4,53,12,1,1,26,5,14,60
1,58,8,8,1,4,59,15,3,2,76,1,18,344
1,59,3,10,1,4,36,14,3,2,7,1,19,766
1,60,11,10,1,4,38,10,2,1,75,11,15,238
1,61,7,16,1,4,46,20,4,2,60,9,18,125
1,62,7,10,1,4,20,13,2,1,5,10,20,441
0,63,5,17,1,4,49,8,2,1,65,2,15,193
0,64,7,17,1,4,33,11,1,1,22,8,18,621
1,65,15,3,1,4,36,2,4,2,88,8,10,386
1,66,1,7,1,4,31,16,5,1,35,9,11,542
0,67,19,10,1,4,46,12,5,1,93,1,10,869
1,68,7,3,1,4,56,11,1,1,56,11,10,310
0,69,3,20,1,4,31,7,5,2,97,7,20,374
1,70,8,2,1,4,60,5,1,2,60,1,17,579
0,71,19,11,1,4,52,4,1,1,53,10,11,301
1,72,7,4,1,4,32,10,2,1,54,8,14,394
1,73,1,14,1,4,31,18,5,1,26,3,18,303
0,74,20,9,1,4,28,9,3,2,81,7,18,355
1,75,13,9,1,4,31,1,3,2,8,4,14,590
0,76,18,15,1,4,60,3,3,1,62,1,19,98
1,77,13,9,1,4,59,12,2,1,10,7,16,14
1,78,16,12,1,4,25,12,3,2,56,9,12,170
1,79,12,9,1,4,53,2,1,1,69,7,20,31
1,80,15,8,1,4,38,15,1,2,36,4,20,61
0,81,16,18,1,4,35,8,2,2,18,5,15,68
0,82,19,8,1,4,30,13,2,1,92,12,14,440
0,83,15,19,1,4,46,12,3,1,54,1,13,373
0,84,15,20,1,4,24,10,4,1,24,8,17,308
1,85,17,3,1,4,23,3,4,2,68,3,17,228
1,86,10,14,1,4,41,4,1,2,81,8,12,113
0,87,14,18,1,4,35,18,3,2,73,9,11,887
1,88,16,11,1,4,28,6,1,2,43,8,19,968
1,89,10,4,1,4,31,7,2,1,99,9,19,625
0,90,15,20,1,4,34,16,4,1,18,12,20,271
1,91,10,2,1,4,29,7,3,2,40,8,19,827
0,92,18,6,1,4,54,19,2,1,10,7,17,295
1,93,1,7,1,4,46,1,3,2,37,3,10,664
1,94,10,7,1,4,56,3,5,1,87,9,18,750
1,95,14,8,1,4,30,14,3,2,83,2,13,873
1,96,14,2,1,4,26,13,2,2,75,9,12,178
1,97,10,3,1,4,32,3,5,1,89,12,13,894
0,98,19,15,1,4,53,7,3,2,40,2,12,901
0,99,19,8,1,4,23,15,4,2,51,5,20,419
1,100,7,5,1,4,57,18,4,2,30,6,18,535
0,1,19,10,1,5,21,9,5,1,55,6,17,395
1,2,7,8,1,5,31,8,4,1,21,3,10,763
1,3,17,15,1,5,48,2,2,2,62,8,13,513
1,4,1,12,1,5,42,16,5,1,85,10,18,681
1,5,14,10,1,5,39,13,3,1,27,5,10,509
0,6,1,20,1,5,47,13,1,1,27,12,10,306
0,7,14,18,1,5,51,10,2,1,20,4,11,807
1,8,4,15,1,5,52,15,5,2,64,3,18,256
1,9,17,1,1,5,39,14,1,1,45,8,10,364
1,10,2,5,1,5,20,19,2,2,71,10,10,766
1,11,10,11,1,5,50,6,2,2,100,4,20,279
1,12,5,6,1,5,46,15,1,1,74,9,14,198
0,13,12,17,1,5,32,20,4,1,44,11,10,980
1,14,2,12,1,5,47,17,4,2,89,12,14,302
1,15,16,8,1,5,41,20,4,1,20,12,13,853
1,16,9,16,1,5,56,5,1,2,9,10,19,616
1,17,17,9,1,5,45,8,3,1,90,5,19,174
1,18,15,9,1,5,49,11,5,2,30,10,12,139
0,19,20,1,1,5,47,5,2,2,80,8,19,74
0,20,19,3,1,5,57,16,4,1,35,7,18,923
1,21,4,11,1,5,23,3,2,2,87,6,13,761
1,22,2,12,1,5,56,4,1,2,60,7,13,991
1,23,9,4,1,5,32,13,2,2,12,5,19,703
1,24,12,13,1,5,51,11,4,2,8,9,10,697
1,25,13,9,1,5,36,7,2,2,10,8,18,42
1,26,14,2,1,5,30,1,1,2,55,11,20,976
1,27,6,13,1,5,22,11,1,2,49,7,12,16
0,28,19,13,1,5,37,16,3,1,68,1,17,899
1,29,16,3,1,5,53,19,3,2,91,3,14,930
1,30,17,2,1,5,40,7,3,1,5,9,18,11
1,31,4,5,1,5,20,1,4,2,43,1,14,833
0,32,15,18,1,5,32,11,2,1,48,3,19,152
1,33,15,6,1,5,50,11,4,2,71,6,16,565
1,34,14,7,1,5,36,4,4,2,14,9,20,904
1,35,8,13,1,5,36,6,5,2,61,11,18,829
0,36,4,18,1,5,60,17,3,1,6,10,20,652
1,37,5,10,1,5,52,8,2,1,43,4,17,961
1,38,9,11,1,5,58,13,4,1,41,6,16,416
0,39,14,19,1,5,31,9,2,1,9,9,18,891
1,40,16,15,1,5,34,5,5,1,44,7,10,151
0,41,18,10,1,5,49,6,2,2,17,11,11,294
1,42,8,1,1,5,53,5,3,2,12,2,20,430
0,43,18,18,1,5,27,17,1,2,85,5,17,438
0,44,10,19,1,5,34,7,1,2,71,8,19,789
1,45,2,3,1,5,54,19,3,2,4,1,19,989
1,46,7,1,1,5,47,16,2,1,49,7,17,464
1,47,14,12,1,5,26,15,4,1,53,10,18,334
0,48,14,19,1,5,59,6,4,2,79,7,20,893
0,49,3,18,1,5,46,4,5,1,61,6,15,380
0,50,4,20,1,5,24,1,4,1,15,11,18,399
1,51,6,5,1,5,59,10,5,1,91,1,10,61
0,52,8,17,1,5,51,5,1,1,21,1,12,250
1,53,3,5,1,5,49,15,5,2,66,11,13,479
1,54,14,2,1,5,38,13,4,1,21,7,19,932
0,55,16,18,1,5,27,18,3,2,10,12,20,961
1,56,10,15,1,5,58,20,4,1,66,6,15,685
1,57,7,14,1,5,57,1,4,1,92,7,18,991
1,58,8,8,1,5,20,17,3,1,73,2,11,886
1,59,3,10,1,5,34,18,4,1,50,7,13,94
1,60,11,10,1,5,21,3,2,2,9,1,14,821
1,61,7,16,1,5,20,11,1,1,67,6,13,908
1,62,7,10,1,5,26,7,2,2,41,4,19,631
0,63,5,17,1,5,45,9,2,1,73,8,14,666
0,64,7,17,1,5,60,16,5,2,7,9,19,910
1,65,15,3,1,5,31,7,3,1,14,2,20,885
1,66,1,7,1,5,38,19,1,1,25,4,11,738
0,67,19,10,1,5,45,14,4,2,50,5,14,183
1,68,7,3,1,5,59,16,3,1,84,10,20,653
0,69,3,20,1,5,45,15,4,2,68,10,13,12
1,70,8,2,1,5,32,18,3,1,81,11,12,571
0,71,19,11,1,5,37,10,3,2,93,9,14,107
1,72,7,4,1,5,55,4,5,2,37,12,15,11
1,73,1,14,1,5,25,14,2,2,29,2,13,768
0,74,20,9,1,5,59,4,5,1,47,9,16,712
1,75,13,9,1,5,45,1,2,1,11,3,19,895
0,76,18,15,1,5,38,18,2,1,58,1,17,979
1,77,13,9,1,5,24,1,3,2,74,7,16,528
1,78,16,12,1,5,54,8,5,2,1,1,17,655
1,79,12,9,1,5,44,6,1,2,87,6,16,424
1,80,15,8,1,5,34,8,4,1,38,1,14,440
0,81,16,18,1,5,39,4,3,2,54,4,15,513
0,82,19,8,1,5,41,15,3,2,51,12,10,692
0,83,15,19,1,5,46,15,2,2,5,2,13,505
0,84,15,20,1,5,22,11,5,1,34,3,18,892
1,85,17,3,1,5,52,11,5,2,39,7,16,196
1,86,10,14,1,5,25,13,1,2,4,6,20,143
0,87,14,18,1,5,45,10,3,2,99,3,20,463
1,88,16,11,1,5,48,13,2,1,61,7,13,367
1,89,10,4,1,5,56,18,4,2,51,2,15,820
0,90,15,20,1,5,53,3,4,1,11,7,20,913
1,91,10,2,1,5,32,17,4,1,53,8,10,749
0,92,18,6,1,5,24,7,2,1,100,6,16,757
1,93,1,7,1,5,20,2,2,2,56,8,10,786
1,94,10,7,1,5,33,6,3,1,46,7,19,716
1,95,14,8,1,5,50,20,5,2,90,10,13,501
1,96,14,2,1,5,43,4,4,2,38,8,10,591
1,97,10,3,1,5,44,15,1,2,100,8,16,963
0,98,19,15,1,5,49,17,4,1,95,10,16,157
0,99,19,8,1,5,58,7,1,2,54,5,13,426
1,100,7,5,1,5,32,16,5,2,47,2,20,133
